User_id;Technique;Command;Frequence;Name;Transition_start;Transition_stop;Time;Success;Strategy;Executed_command;block;block_trial;encounter;method_id;method_name
0;traditional;2;24;Karate;750;750;18.016;1;0;2;1;0;2;0;menu
0;traditional;0;72;Pencil;750;750;2.334;1;0;0;1;1;6;0;menu
0;traditional;1;36;Banana;750;750;2.489;1;0;1;1;2;3;0;menu
0;traditional;2;24;Karate;750;750;2.816;1;0;2;1;3;3;0;menu
0;traditional;3;144;Strawberry;750;750;2.131;1;0;3;1;4;12;0;menu
0;traditional;1;36;Banana;750;750;2.583;1;0;1;1;5;4;0;menu
0;traditional;0;72;Pencil;750;750;2.442;1;0;0;1;6;7;0;menu
0;traditional;3;144;Strawberry;750;750;2.007;1;0;3;1;7;13;0;menu
0;traditional;1;36;Banana;750;750;1.961;1;0;1;1;8;5;0;menu
0;traditional;3;144;Strawberry;750;750;2.054;1;0;3;1;9;14;0;menu
0;traditional;3;144;Strawberry;750;750;5.305;1;0;3;1;10;15;0;menu
0;traditional;4;48;Cards;750;750;3.812;1;0;4;1;11;4;0;menu
0;traditional;8;144;Sweater;750;750;2.676;1;0;8;1;12;12;0;menu
0;traditional;3;144;Strawberry;750;750;2.412;1;0;3;1;13;16;0;menu
0;traditional;4;48;Cards;750;750;2.925;1;0;4;1;14;5;0;menu
0;traditional;6;24;Mouse;750;750;2.831;1;0;6;1;15;2;0;menu
0;traditional;3;144;Strawberry;750;750;2.21;1;0;3;1;16;17;0;menu
0;traditional;4;48;Cards;750;750;2.21;1;0;4;1;17;6;0;menu
0;traditional;6;24;Mouse;750;750;2.023;1;0;6;1;18;3;0;menu
0;traditional;8;144;Sweater;750;750;2.364;1;0;8;1;19;13;0;menu
0;traditional;4;48;Cards;750;750;4.823;1;0;4;1;20;7;0;menu
0;traditional;9;48;Garlic;750;750;1.882;1;0;9;1;21;4;0;menu
0;traditional;8;144;Sweater;750;750;3.983;1;0;8;1;22;14;0;menu
0;traditional;9;48;Garlic;750;750;2.598;1;0;9;1;23;5;0;menu
0;traditional;3;144;Strawberry;750;750;2.396;1;0;3;1;24;18;0;menu
0;traditional;8;144;Sweater;750;750;2.287;1;0;8;1;25;15;0;menu
0;traditional;9;48;Garlic;750;750;2.069;1;0;9;1;26;6;0;menu
0;traditional;8;144;Sweater;750;750;2.209;1;0;8;1;27;16;0;menu
0;traditional;8;144;Sweater;750;750;2.131;1;0;8;1;28;17;0;menu
0;traditional;9;48;Garlic;750;750;2.723;1;0;9;1;29;7;0;menu
0;traditional;10;24;Frog;750;750;6.239;1;0;10;1;30;2;0;menu
0;traditional;8;144;Sweater;750;750;2.52;1;0;8;1;31;18;0;menu
0;traditional;11;72;Dolphin;750;750;2.271;1;0;11;1;32;6;0;menu
0;traditional;10;24;Frog;750;750;3.562;1;0;10;1;33;3;0;menu
0;traditional;11;72;Dolphin;750;750;2.536;1;0;11;1;34;7;0;menu
0;traditional;3;144;Strawberry;750;750;2.769;1;0;3;1;35;19;0;menu
0;traditional;11;72;Dolphin;750;750;2.458;1;0;11;1;36;8;0;menu
0;traditional;7;36;Coat;750;750;3.532;1;0;7;1;37;3;0;menu
0;traditional;11;72;Dolphin;750;750;2.645;1;0;11;1;38;9;0;menu
0;traditional;5;24;Corn;750;750;2.941;1;0;5;1;39;2;0;menu
0;traditional;8;144;Sweater;750;750;7.421;1;0;8;1;40;19;0;menu
0;traditional;11;72;Dolphin;750;750;2.863;1;0;11;1;41;10;0;menu
0;traditional;12;12;Clock;750;750;2.256;1;0;12;1;42;1;0;menu
0;traditional;3;144;Strawberry;750;750;2.084;1;0;3;1;43;20;0;menu
0;traditional;11;72;Dolphin;750;750;2.085;1;0;11;1;44;11;0;menu
0;traditional;7;36;Coat;750;750;4.029;1;0;7;1;45;4;0;menu
0;traditional;13;12;Camel;750;750;1.913;1;0;13;1;46;1;0;menu
0;traditional;8;144;Sweater;750;750;1.914;1;0;8;1;47;20;0;menu
0;traditional;7;36;Coat;750;750;2.225;1;0;7;1;48;5;0;menu
0;traditional;5;24;Corn;750;750;1.758;1;0;5;1;49;3;0;menu
0;traditional;3;144;Strawberry;750;750;3.921;1;0;3;1;50;21;0;menu
0;traditional;8;144;Sweater;750;750;2.054;1;0;8;1;51;21;0;menu
0;traditional;3;144;Strawberry;750;750;2.209;1;0;3;1;52;22;0;menu
0;traditional;0;72;Pencil;750;750;2.272;1;0;0;1;53;8;0;menu
0;traditional;8;144;Sweater;750;750;2.427;1;0;8;1;54;22;0;menu
0;traditional;0;72;Pencil;750;750;2.925;1;0;0;1;55;9;0;menu
0;traditional;0;72;Pencil;750;750;2.8;1;0;0;1;56;10;0;menu
0;traditional;0;72;Pencil;750;750;1.898;1;0;0;1;57;11;0;menu
0;traditional;8;144;Sweater;750;750;1.883;1;0;8;1;58;23;0;menu
0;traditional;3;144;Strawberry;750;750;2.085;1;0;3;1;59;23;0;menu
0;traditional;1;36;Banana;750;750;5.149;1;0;1;2;0;6;0;menu
0;traditional;5;24;Corn;750;750;1.883;1;0;5;2;1;4;0;menu
0;traditional;0;72;Pencil;750;750;2.52;1;0;0;2;2;12;0;menu
0;traditional;1;36;Banana;750;750;2.489;1;0;1;2;3;7;0;menu
0;traditional;2;24;Karate;750;750;2.411;1;0;2;2;4;4;0;menu
0;traditional;0;72;Pencil;750;750;2.738;1;0;0;2;5;13;0;menu
0;traditional;1;36;Banana;750;750;1.867;1;0;1;2;6;8;0;menu
0;traditional;2;24;Karate;750;750;2.473;1;0;2;2;7;5;0;menu
0;traditional;3;144;Strawberry;750;750;2.754;1;0;3;2;8;24;0;menu
0;traditional;8;144;Sweater;750;750;2.131;1;0;8;2;9;24;0;menu
0;traditional;9;48;Garlic;750;750;4.263;1;0;9;2;10;8;0;menu
0;traditional;3;144;Strawberry;750;750;2.427;1;0;3;2;11;25;0;menu
0;traditional;4;48;Cards;750;750;2.116;1;0;4;2;12;8;0;menu
0;traditional;8;144;Sweater;750;750;2.162;1;0;8;2;13;25;0;menu
0;traditional;3;144;Strawberry;750;750;2.271;1;0;3;2;14;26;0;menu
0;traditional;4;48;Cards;750;750;2.069;1;0;4;2;15;9;0;menu
0;traditional;6;24;Mouse;750;750;1.868;1;0;6;2;16;4;0;menu
0;traditional;3;144;Strawberry;750;750;2.756;1;0;3;2;17;27;0;menu
0;traditional;4;48;Cards;750;750;2.788;1;0;4;2;18;10;0;menu
0;traditional;6;24;Mouse;750;750;2.305;1;0;6;2;19;5;0;menu
0;traditional;3;144;Strawberry;750;750;5.717;1;0;3;2;20;28;0;menu
0;traditional;4;48;Cards;750;750;2.492;1;0;4;2;21;11;0;menu
0;traditional;11;72;Dolphin;750;750;2.072;1;0;11;2;22;12;0;menu
0;traditional;8;144;Sweater;750;750;2.414;1;0;8;2;23;26;0;menu
0;traditional;0;72;Pencil;750;750;2.648;1;0;0;2;24;14;0;menu
0;traditional;3;144;Strawberry;750;750;3.271;1;0;3;2;25;29;0;menu
0;traditional;8;144;Sweater;750;750;2.367;1;0;8;2;26;27;0;menu
0;traditional;9;48;Garlic;750;750;2.258;1;0;9;2;27;9;0;menu
0;traditional;10;24;Frog;750;750;2.586;1;0;10;2;28;4;0;menu
0;traditional;8;144;Sweater;750;750;3.006;1;0;8;2;29;28;0;menu
0;traditional;9;48;Garlic;750;750;4.097;1;0;9;2;30;10;0;menu
0;traditional;10;24;Frog;750;750;2.803;1;0;10;2;31;5;0;menu
0;traditional;8;144;Sweater;750;750;2.694;1;0;8;2;32;29;0;menu
0;traditional;9;48;Garlic;750;750;2.289;1;0;9;2;33;11;0;menu
0;traditional;8;144;Sweater;750;750;2.04;1;0;8;2;34;30;0;menu
0;traditional;8;144;Sweater;750;750;2.119;1;0;8;2;35;31;0;menu
0;traditional;3;144;Strawberry;750;750;2.087;1;0;3;2;36;30;0;menu
0;traditional;7;36;Coat;750;750;2.586;1;0;7;2;37;6;0;menu
0;traditional;0;72;Pencil;750;750;2.601;1;0;0;2;38;15;0;menu
0;traditional;8;144;Sweater;750;750;2.633;1;0;8;2;39;32;0;menu
0;traditional;11;72;Dolphin;750;750;4.205;1;0;11;2;40;13;0;menu
0;traditional;11;72;Dolphin;750;750;2.617;1;0;11;2;41;14;0;menu
0;traditional;11;72;Dolphin;750;750;1.822;1;0;11;2;42;15;0;menu
0;traditional;3;144;Strawberry;750;750;2.259;1;0;3;2;43;31;0;menu
0;traditional;8;144;Sweater;750;750;2.087;1;0;8;2;44;33;0;menu
0;traditional;11;72;Dolphin;750;750;2.336;1;0;11;2;45;16;0;menu
0;traditional;7;36;Coat;750;750;2.181;1;0;7;2;46;7;0;menu
0;traditional;7;36;Coat;750;750;1.854;1;0;7;2;47;8;0;menu
0;traditional;11;72;Dolphin;750;750;2.367;1;0;11;2;48;17;0;menu
0;traditional;0;72;Pencil;750;750;2.025;1;0;0;2;49;16;0;menu
0;traditional;5;24;Corn;750;750;4.984;1;0;5;2;50;5;0;menu
0;traditional;3;144;Strawberry;750;750;1.869;1;0;3;2;51;32;0;menu
0;traditional;8;144;Sweater;750;750;2.056;1;0;8;2;52;34;0;menu
0;traditional;12;12;Clock;750;750;2.118;1;0;12;2;53;2;0;menu
0;traditional;3;144;Strawberry;750;750;2.04;1;0;3;2;54;33;0;menu
0;traditional;3;144;Strawberry;750;750;2.539;1;0;3;2;55;34;0;menu
0;traditional;3;144;Strawberry;750;750;2.321;1;0;3;2;56;35;0;menu
0;traditional;0;72;Pencil;750;750;2.056;1;0;0;2;57;17;0;menu
0;traditional;13;12;Camel;750;750;2.726;1;0;13;2;58;2;0;menu
0;traditional;8;144;Sweater;750;750;3.286;1;0;8;2;59;35;0;menu
0;traditional;0;72;Pencil;750;750;8.021;1;0;0;3;0;18;0;menu
0;traditional;1;36;Banana;750;750;2.866;1;0;1;3;1;9;0;menu
0;traditional;5;24;Corn;750;750;2.461;1;0;5;3;2;6;0;menu
0;traditional;0;72;Pencil;750;750;1.775;1;0;0;3;3;19;0;menu
0;traditional;1;36;Banana;750;750;1.963;1;0;1;3;4;10;0;menu
0;traditional;2;24;Karate;750;750;2.102;1;0;2;3;5;6;0;menu
0;traditional;0;72;Pencil;750;750;2.119;1;0;0;3;6;20;0;menu
0;traditional;1;36;Banana;750;750;2.072;1;0;1;3;7;11;0;menu
0;traditional;2;24;Karate;750;750;2.305;1;0;2;3;8;7;0;menu
0;traditional;3;144;Strawberry;750;750;2.85;1;0;3;3;9;36;0;menu
0;traditional;8;144;Sweater;750;750;8.162;1;0;8;3;10;36;0;menu
0;traditional;13;12;Camel;750;750;4.143;1;0;13;3;11;3;0;menu
0;traditional;3;144;Strawberry;750;750;2.944;1;0;3;3;12;37;0;menu
0;traditional;4;48;Cards;750;750;1.993;1;0;4;3;13;12;0;menu
0;traditional;4;48;Cards;750;750;1.962;1;0;4;3;14;13;0;menu
0;traditional;3;144;Strawberry;750;750;1.993;1;0;3;3;15;38;0;menu
0;traditional;4;48;Cards;750;750;1.807;1;0;4;3;16;14;0;menu
0;traditional;10;24;Frog;750;750;3.504;1;0;10;3;17;6;0;menu
0;traditional;3;144;Strawberry;750;750;2.616;1;0;3;3;18;39;0;menu
0;traditional;4;48;Cards;750;750;3.582;1;0;4;3;19;15;0;menu
0;traditional;6;24;Mouse;750;750;5.856;1;0;6;3;20;6;0;menu
0;traditional;3;144;Strawberry;750;750;2.461;1;0;3;3;21;40;0;menu
0;traditional;8;144;Sweater;750;750;2.57;1;0;8;3;22;37;0;menu
0;traditional;6;24;Mouse;750;750;2.321;1;0;6;3;23;7;0;menu
0;traditional;8;144;Sweater;750;750;4.096;1;0;8;3;24;38;0;menu
0;traditional;8;144;Sweater;750;750;1.651;1;0;8;3;25;39;0;menu
0;traditional;8;144;Sweater;750;750;1.994;1;0;8;3;26;40;0;menu
0;traditional;8;144;Sweater;750;750;1.884;1;0;8;3;27;41;0;menu
0;traditional;9;48;Garlic;750;750;2.258;1;0;9;3;28;12;0;menu
0;traditional;9;48;Garlic;750;750;1.838;1;0;9;3;29;13;0;menu
0;traditional;8;144;Sweater;750;750;5.312;1;0;8;3;30;42;0;menu
0;traditional;9;48;Garlic;750;750;1.776;1;0;9;3;31;14;0;menu
0;traditional;10;24;Frog;750;750;2.477;1;0;10;3;32;7;0;menu
0;traditional;8;144;Sweater;750;750;1.744;1;0;8;3;33;43;0;menu
0;traditional;9;48;Garlic;750;750;2.102;1;0;9;3;34;15;0;menu
0;traditional;8;144;Sweater;750;750;2.305;1;0;8;3;35;44;0;menu
0;traditional;8;144;Sweater;750;750;1.729;1;0;8;3;36;45;0;menu
0;traditional;12;12;Clock;750;750;1.479;1;0;12;3;37;3;0;menu
0;traditional;7;36;Coat;750;750;1.666;1;0;7;3;38;9;0;menu
0;traditional;7;36;Coat;750;750;2.056;1;0;7;3;39;10;0;menu
0;traditional;11;72;Dolphin;750;750;3.925;1;0;11;3;40;18;0;menu
0;traditional;11;72;Dolphin;750;750;2.712;1;0;11;3;41;19;0;menu
0;traditional;3;144;Strawberry;750;750;2.182;1;0;3;3;42;41;0;menu
0;traditional;11;72;Dolphin;750;750;2.634;1;0;11;3;43;20;0;menu
0;traditional;7;36;Coat;750;750;5.999;1;0;7;3;44;11;0;menu
0;traditional;0;72;Pencil;750;750;2.571;1;0;0;3;45;21;0;menu
0;traditional;11;72;Dolphin;750;750;2.368;1;0;11;3;46;21;0;menu
0;traditional;3;144;Strawberry;750;750;1.963;1;0;3;3;47;42;0;menu
0;traditional;8;144;Sweater;750;750;2.056;1;0;8;3;48;46;0;menu
0;traditional;11;72;Dolphin;750;750;1.621;1;0;11;3;49;22;0;menu
0;traditional;3;144;Strawberry;750;750;7.433;1;0;3;3;50;43;0;menu
0;traditional;3;144;Strawberry;750;750;2.166;1;0;3;3;51;44;0;menu
0;traditional;11;72;Dolphin;750;750;1.901;1;0;11;3;52;23;0;menu
0;traditional;3;144;Strawberry;750;750;2.166;1;0;3;3;53;45;0;menu
0;traditional;5;24;Corn;750;750;1.948;1;0;5;3;54;7;0;menu
0;traditional;3;144;Strawberry;750;750;2.321;1;0;3;3;55;46;0;menu
0;traditional;0;72;Pencil;750;750;1.838;1;0;0;3;56;22;0;menu
0;traditional;3;144;Strawberry;750;750;2.26;1;0;3;3;57;47;0;menu
0;traditional;0;72;Pencil;750;750;2.369;1;0;0;3;58;23;0;menu
0;traditional;8;144;Sweater;750;750;3.49;1;0;8;3;59;47;0;menu
0;traditional;5;24;Corn;750;750;3.896;1;0;5;4;0;8;0;menu
0;traditional;0;72;Pencil;750;750;2.384;1;0;0;4;1;24;0;menu
0;traditional;1;36;Banana;750;750;1.807;1;0;1;4;2;12;0;menu
0;traditional;5;24;Corn;750;750;2.166;1;0;5;4;3;9;0;menu
0;traditional;0;72;Pencil;750;750;2.228;1;0;0;4;4;25;0;menu
0;traditional;1;36;Banana;750;750;1.698;1;0;1;4;5;13;0;menu
0;traditional;3;144;Strawberry;750;750;2.042;1;0;3;4;6;48;0;menu
0;traditional;0;72;Pencil;750;750;3.412;1;0;0;4;7;26;0;menu
0;traditional;1;36;Banana;750;750;2.166;1;0;1;4;8;14;0;menu
0;traditional;2;24;Karate;750;750;2.384;1;0;2;4;9;8;0;menu
0;traditional;0;72;Pencil;750;750;4.862;1;0;0;4;10;27;0;menu
0;traditional;3;144;Strawberry;750;750;2.79;1;0;3;4;11;49;0;menu
0;traditional;2;24;Karate;750;750;2.01;1;0;2;4;12;9;0;menu
0;traditional;3;144;Strawberry;750;750;1.901;1;0;3;4;13;50;0;menu
0;traditional;3;144;Strawberry;750;750;2.447;1;0;3;4;14;51;0;menu
0;traditional;3;144;Strawberry;750;750;2.15;1;0;3;4;15;52;0;menu
0;traditional;3;144;Strawberry;750;750;2.073;1;0;3;4;16;53;0;menu
0;traditional;4;48;Cards;750;750;1.745;1;0;4;4;17;16;0;menu
0;traditional;3;144;Strawberry;750;750;3.21;1;0;3;4;18;54;0;menu
0;traditional;3;144;Strawberry;750;750;1.995;1;0;3;4;19;55;0;menu
0;traditional;4;48;Cards;750;750;5.111;1;0;4;4;20;17;0;menu
0;traditional;7;36;Coat;750;750;1.947;1;0;7;4;21;12;0;menu
0;traditional;3;144;Strawberry;750;750;1.979;1;0;3;4;22;56;0;menu
0;traditional;4;48;Cards;750;750;1.73;1;0;4;4;23;18;0;menu
0;traditional;6;24;Mouse;750;750;3.225;1;0;6;4;24;8;0;menu
0;traditional;3;144;Strawberry;750;750;2.961;1;0;3;4;25;57;0;menu
0;traditional;0;72;Pencil;750;750;2.556;1;0;0;4;26;28;0;menu
0;traditional;8;144;Sweater;750;750;2.135;1;0;8;4;27;48;0;menu
0;traditional;8;144;Sweater;750;750;1.901;1;0;8;4;28;49;0;menu
0;traditional;0;72;Pencil;750;750;2.072;1;0;0;4;29;29;0;menu
0;traditional;7;36;Coat;750;750;8.913;1;0;7;4;30;13;0;menu
0;traditional;8;144;Sweater;750;750;2.025;1;0;8;4;31;50;0;menu
0;traditional;9;48;Garlic;750;750;2.212;1;0;9;4;32;16;0;menu
0;traditional;8;144;Sweater;750;750;1.901;1;0;8;4;33;51;0;menu
0;traditional;8;144;Sweater;750;750;2.01;1;0;8;4;34;52;0;menu
0;traditional;9;48;Garlic;750;750;1.792;1;0;9;4;35;17;0;menu
0;traditional;10;24;Frog;750;750;1.807;1;0;10;4;36;8;0;menu
0;traditional;8;144;Sweater;750;750;2.259;1;0;8;4;37;53;0;menu
0;traditional;9;48;Garlic;750;750;2.991;1;0;9;4;38;18;0;menu
0;traditional;8;144;Sweater;750;750;1.87;1;0;8;4;39;54;0;menu
0;traditional;8;144;Sweater;750;750;4.924;1;0;8;4;40;55;0;menu
0;traditional;3;144;Strawberry;750;750;1.542;1;0;3;4;41;58;0;menu
0;traditional;8;144;Sweater;750;750;1.667;1;0;8;4;42;56;0;menu
0;traditional;11;72;Dolphin;750;750;1.714;1;0;11;4;43;24;0;menu
0;traditional;8;144;Sweater;750;750;3.023;1;0;8;4;44;57;0;menu
0;traditional;11;72;Dolphin;750;750;1.901;1;0;11;4;45;25;0;menu
0;traditional;11;72;Dolphin;750;750;1.838;1;0;11;4;46;26;0;menu
0;traditional;11;72;Dolphin;750;750;1.854;1;0;11;4;47;27;0;menu
0;traditional;6;24;Mouse;750;750;1.901;1;0;6;4;48;9;0;menu
0;traditional;8;144;Sweater;750;750;2.042;1;0;8;4;49;58;0;menu
0;traditional;11;72;Dolphin;750;750;4.129;1;0;11;4;50;28;0;menu
0;traditional;9;48;Garlic;750;750;1.807;1;0;9;4;51;19;0;menu
0;traditional;12;12;Clock;750;750;1.932;1;0;12;4;52;4;0;menu
0;traditional;7;36;Coat;750;750;2.244;1;0;7;4;53;14;0;menu
0;traditional;11;72;Dolphin;750;750;2.509;1;0;11;4;54;29;0;menu
0;traditional;13;12;Camel;750;750;6.622;0;0;13;4;55;4;0;menu
0;traditional;4;48;Cards;750;750;3.257;1;0;4;4;56;19;0;menu
0;traditional;10;24;Frog;750;750;3.21;1;0;10;4;57;9;0;menu
0;traditional;8;144;Sweater;750;750;3.194;1;0;8;4;58;59;0;menu
0;traditional;3;144;Strawberry;750;750;1.947;1;0;3;4;59;59;0;menu
0;traditional;7;36;Coat;750;750;4.27;1;0;7;5;0;15;0;menu
0;traditional;5;24;Corn;750;750;1.667;1;0;5;5;1;10;0;menu
0;traditional;0;72;Pencil;750;750;2.415;1;0;0;5;2;30;0;menu
0;traditional;7;36;Coat;750;750;2.026;1;0;7;5;3;16;0;menu
0;traditional;8;144;Sweater;750;750;1.901;1;0;8;5;4;60;0;menu
0;traditional;0;72;Pencil;750;750;2.524;1;0;0;5;5;31;0;menu
0;traditional;1;36;Banana;750;750;1.839;1;0;1;5;6;15;0;menu
0;traditional;4;48;Cards;750;750;3.117;1;0;4;5;7;20;0;menu
0;traditional;0;72;Pencil;750;750;2.275;1;0;0;5;8;32;0;menu
0;traditional;1;36;Banana;750;750;1.777;1;0;1;5;9;16;0;menu
0;traditional;2;24;Karate;750;750;4.27;1;0;2;5;10;10;0;menu
0;traditional;0;72;Pencil;750;750;1.979;1;0;0;5;11;33;0;menu
0;traditional;9;48;Garlic;750;750;2.088;1;0;9;5;12;20;0;menu
0;traditional;3;144;Strawberry;750;750;1.745;1;0;3;5;13;60;0;menu
0;traditional;0;72;Pencil;750;750;2.167;1;0;0;5;14;34;0;menu
0;traditional;6;24;Mouse;750;750;2.197;1;0;6;5;15;10;0;menu
0;traditional;2;24;Karate;750;750;1.995;1;0;2;5;16;11;0;menu
0;traditional;3;144;Strawberry;750;750;2.244;1;0;3;5;17;61;0;menu
0;traditional;1;36;Banana;750;750;1.699;1;0;1;5;18;17;0;menu
0;traditional;8;144;Sweater;750;750;2.306;1;0;8;5;19;61;0;menu
0;traditional;3;144;Strawberry;750;750;4.114;1;0;3;5;20;62;0;menu
0;traditional;4;48;Cards;750;750;3.164;1;0;4;5;21;21;0;menu
0;traditional;3;144;Strawberry;750;750;1.948;1;0;3;5;22;63;0;menu
0;traditional;3;144;Strawberry;750;750;1.948;1;0;3;5;23;64;0;menu
0;traditional;4;48;Cards;750;750;1.792;1;0;4;5;24;22;0;menu
0;traditional;8;144;Sweater;750;750;1.917;1;0;8;5;25;62;0;menu
0;traditional;3;144;Strawberry;750;750;1.839;1;0;3;5;26;65;0;menu
0;traditional;9;48;Garlic;750;750;2.15;1;0;9;5;27;21;0;menu
0;traditional;9;48;Garlic;750;750;3.054;1;0;9;5;28;22;0;menu
0;traditional;8;144;Sweater;750;750;2.15;1;0;8;5;29;63;0;menu
0;traditional;8;144;Sweater;750;750;4.239;1;0;8;5;30;64;0;menu
0;traditional;8;144;Sweater;750;750;1.948;1;0;8;5;31;65;0;menu
0;traditional;8;144;Sweater;750;750;1.667;1;0;8;5;32;66;0;menu
0;traditional;3;144;Strawberry;750;750;2.041;1;0;3;5;33;66;0;menu
0;traditional;10;24;Frog;750;750;2.26;1;0;10;5;34;10;0;menu
0;traditional;8;144;Sweater;750;750;2.68;1;0;8;5;35;67;0;menu
0;traditional;11;72;Dolphin;750;750;1.746;1;0;11;5;36;30;0;menu
0;traditional;3;144;Strawberry;750;750;1.839;1;0;3;5;37;67;0;menu
0;traditional;8;144;Sweater;750;750;1.823;1;0;8;5;38;68;0;menu
0;traditional;3;144;Strawberry;750;750;1.979;1;0;3;5;39;68;0;menu
0;traditional;10;24;Frog;750;750;6.046;1;0;10;5;40;11;0;menu
0;traditional;8;144;Sweater;750;750;2.041;1;0;8;5;41;69;0;menu
0;traditional;8;144;Sweater;750;750;7.481;0;0;8;5;42;70;0;menu
0;traditional;0;72;Pencil;750;750;3.693;1;0;0;5;43;35;0;menu
0;traditional;11;72;Dolphin;750;750;1.886;1;0;11;5;44;31;0;menu
0;traditional;3;144;Strawberry;750;750;2.322;1;0;3;5;45;69;0;menu
